,Date,Open,High,Low,Close,Volume,movel_26,movel_10,MACD,Open-normalizado,High-normalizado,Low-normalizado,Close-normalizado,Volume-normalizado,movel_26-normalizado,movel_10-normalizado,MACD-normalizado
0,2001-04-09,11.84,11.9,10.7,11.18,23281900,10.551923076900001,9.747,-0.8049230769000015,0.005575194614719266,0.0053842797597497246,0.005001493702358121,0.004976930351633026,0.2155856021177868,0.0031370211159712376,0.003185934000142285,0.5038772629206973
1,2001-04-10,11.24,13.5,11.2,12.01,18532400,10.5284615385,9.783999999999999,-0.7444615385000013,0.005011093979165884,0.006869598314163441,0.005483333172720176,0.005769800254100475,0.16966039637489566,0.0031141094436084524,0.00322296810570473,0.5044961132913368
2,2001-04-11,13.1,13.75,12.18,13.32,13214100,10.5838461538,10.036,-0.5478461538000001,0.00675980594938137,0.007101679338290584,0.006427738534629802,0.007021197329079221,0.11823518915257374,0.0031681960144913073,0.003475200392238144,0.5065085580109874
3,2001-04-12,13.05,15.01,13.0,14.67,11266000,10.676923076900001,10.503,-0.1739230769000013,0.006712797563085256,0.008271367699891386,0.007217955266023571,0.00831080500176724,0.0993980708648116,0.003259091501830845,0.003942630859742526,0.5103358247470623
4,2001-04-16,14.5,14.54,13.65,14.03,6126500,10.766923076900001,10.883,0.11607692309999786,0.008076040765672596,0.007835055374532355,0.007844346577494242,0.007699435438418845,0.049701767061129325,0.003346982179649762,0.004322981133086562,0.5133041019731254
5,2001-04-17,13.81,15.63,13.75,14.74,4840200,10.8626923077,11.447000000000001,0.5843076923000012,0.007427325034786207,0.008846928639726703,0.007940714471566652,0.008377673547758471,0.037263912098063554,0.003440506875307631,0.0048875010124708705,0.5180966493136716
6,2001-04-18,15.66,18.16,15.55,16.54,19287400,11.0903846154,12.238,1.1476153846,0.00916663532774247,0.011195588603893391,0.009675336564870048,0.010097150444675832,0.17696085544129903,0.0036628627781732587,0.00567923013408964,0.5238623506733966
7,2001-04-19,16.9,16.9,15.69,15.99,8337400,11.2823076923,12.997,1.7146923077,0.010332443307886126,0.010025900242292588,0.009810251616571423,0.009571754726173304,0.07108002527293225,0.0038502877705936275,0.006438929759005755,0.529666631763961
8,2001-04-20,15.62,16.2,14.97,15.78,8401000,11.4807692308,13.663,2.1822307692000003,0.009129028618705577,0.009376073374736588,0.009116402779250065,0.009371149088199611,0.07169500434130743,0.004044097983257518,0.007105543659129777,0.534452093031475
9,2001-04-23,16.39,17.46,16.02,16.2,11567900,11.6853846154,14.446,2.7606153845999994,0.009852957767665753,0.010545761736337391,0.010128265667010378,0.009772360364146998,0.10231728754315224,0.00424391781486499,0.007889265406572884,0.540372113313534
